DÍA;HORA;NOX;CO;HUMO
21/03/2022;12:53:00 p. m.;114;1093;98
21/03/2022;12:54:00 p. m.;108;228;197
21/03/2022;12:55:00 p. m.;3;794;140
21/03/2022;12:56:00 p. m.;87;324;384
21/03/2022;12:57:00 p. m.;119;134;225
21/03/2022;12:58:00 p. m.;66;123;201
21/03/2022;12:59:00 p. m.;92;97;73
21/03/2022;1:00:00 p. m.;87;46;22
21/03/2022;1:01:00 p. m.;32;358;291
21/03/2022;1:02:00 p. m.;142;428;26
21/03/2022;1:03:00 p. m.;26;394;250
21/03/2022;1:04:00 p. m.;19;678;297
21/03/2022;1:05:00 p. m.;82;934;185
21/03/2022;1:06:00 p. m.;113;677;15
21/03/2022;1:07:00 p. m.;32;846;127
21/03/2022;1:08:00 p. m.;19;1147;59
21/03/2022;1:09:00 p. m.;114;764;72
21/03/2022;1:10:00 p. m.;11;430;46
21/03/2022;1:11:00 p. m.;76;129;358
21/03/2022;1:12:00 p. m.;119;234;262
21/03/2022;1:13:00 p. m.;119;1195;411
21/03/2022;1:14:00 p. m.;103;523;72
21/03/2022;1:15:00 p. m.;148;864;9
21/03/2022;1:16:00 p. m.;25;891;13
21/03/2022;1:17:00 p. m.;35;1223;32
21/03/2022;1:18:00 p. m.;2;671;96
21/03/2022;1:19:00 p. m.;113;756;393
21/03/2022;1:20:00 p. m.;8;1077;214
21/03/2022;1:21:00 p. m.;69;1141;307
21/03/2022;1:22:00 p. m.;127;518;312
21/03/2022;1:23:00 p. m.;125;311;33
21/03/2022;1:24:00 p. m.;31;1192;100
21/03/2022;1:25:00 p. m.;35;444;324
21/03/2022;1:26:00 p. m.;32;88;243
21/03/2022;1:27:00 p. m.;80;870;236
21/03/2022;1:28:00 p. m.;149;807;231
21/03/2022;1:29:00 p. m.;38;178;294
21/03/2022;1:30:00 p. m.;154;747;325
21/03/2022;1:31:00 p. m.;73;81;232
21/03/2022;1:32:00 p. m.;43;55;222
21/03/2022;1:33:00 p. m.;29;689;51
21/03/2022;1:34:00 p. m.;104;988;315
21/03/2022;1:35:00 p. m.;5;137;415
21/03/2022;1:36:00 p. m.;58;75;365
21/03/2022;1:37:00 p. m.;143;1083;206
21/03/2022;1:38:00 p. m.;12;707;378
21/03/2022;1:39:00 p. m.;108;687;340
21/03/2022;1:40:00 p. m.;23;493;5
21/03/2022;1:41:00 p. m.;16;1158;150
21/03/2022;1:42:00 p. m.;6;452;408
21/03/2022;1:43:00 p. m.;27;476;78
21/03/2022;1:44:00 p. m.;84;772;209
21/03/2022;1:45:00 p. m.;7;943;396
21/03/2022;1:46:00 p. m.;64;448;295
21/03/2022;1:47:00 p. m.;127;1117;393
21/03/2022;1:48:00 p. m.;149;872;49
21/03/2022;1:49:00 p. m.;96;207;30
21/03/2022;1:50:00 p. m.;54;865;32
21/03/2022;1:51:00 p. m.;55;1086;407
21/03/2022;1:52:00 p. m.;114;1144;98
21/03/2022;1:53:00 p. m.;10;1002;21
21/03/2022;1:54:00 p. m.;144;754;171
21/03/2022;1:55:00 p. m.;102;512;405
21/03/2022;1:56:00 p. m.;104;752;15
21/03/2022;1:57:00 p. m.;116;532;183
21/03/2022;1:58:00 p. m.;99;978;338
21/03/2022;1:59:00 p. m.;39;807;173
21/03/2022;2:00:00 p. m.;65;842;368
21/03/2022;2:01:00 p. m.;153;980;53
21/03/2022;2:02:00 p. m.;34;1253;123
21/03/2022;2:03:00 p. m.;74;673;31
21/03/2022;2:04:00 p. m.;5;66;351
21/03/2022;2:05:00 p. m.;24;658;430
21/03/2022;2:06:00 p. m.;48;301;5
21/03/2022;2:07:00 p. m.;52;643;264
21/03/2022;2:08:00 p. m.;151;1043;278
21/03/2022;2:09:00 p. m.;32;138;68
21/03/2022;2:10:00 p. m.;42;617;409
21/03/2022;2:11:00 p. m.;13;166;9
21/03/2022;2:12:00 p. m.;53;248;121
21/03/2022;2:13:00 p. m.;92;679;405
21/03/2022;2:14:00 p. m.;125;213;344
21/03/2022;2:15:00 p. m.;131;714;303
21/03/2022;2:16:00 p. m.;42;957;407
21/03/2022;2:17:00 p. m.;8;307;392
21/03/2022;2:18:00 p. m.;133;545;335
21/03/2022;2:19:00 p. m.;71;676;393
21/03/2022;2:20:00 p. m.;132;97;339
21/03/2022;2:21:00 p. m.;104;1229;100
21/03/2022;2:22:00 p. m.;63;1101;133
21/03/2022;2:23:00 p. m.;90;512;293
21/03/2022;2:24:00 p. m.;86;615;172
21/03/2022;2:25:00 p. m.;17;763;234
21/03/2022;2:26:00 p. m.;7;585;189
21/03/2022;2:27:00 p. m.;22;859;186
21/03/2022;2:28:00 p. m.;95;549;371
21/03/2022;2:29:00 p. m.;33;1229;305
21/03/2022;2:30:00 p. m.;151;230;142
21/03/2022;2:31:00 p. m.;33;310;423
21/03/2022;2:32:00 p. m.;76;1107;46
21/03/2022;2:33:00 p. m.;23;20;47
21/03/2022;2:34:00 p. m.;117;582;278
21/03/2022;2:35:00 p. m.;54;1161;69
21/03/2022;2:36:00 p. m.;89;1127;160
21/03/2022;2:37:00 p. m.;22;464;10
21/03/2022;2:38:00 p. m.;0;814;1
21/03/2022;2:39:00 p. m.;109;701;173
21/03/2022;2:40:00 p. m.;99;1030;238
21/03/2022;2:41:00 p. m.;90;747;306
21/03/2022;2:42:00 p. m.;38;1122;331
21/03/2022;2:43:00 p. m.;81;1119;118
21/03/2022;2:44:00 p. m.;58;27;394
21/03/2022;2:45:00 p. m.;131;620;384
21/03/2022;2:46:00 p. m.;104;370;76
21/03/2022;2:47:00 p. m.;115;1109;279
21/03/2022;2:48:00 p. m.;120;940;265
21/03/2022;2:49:00 p. m.;97;889;85
21/03/2022;2:50:00 p. m.;99;484;324
21/03/2022;2:51:00 p. m.;134;776;68
21/03/2022;2:52:00 p. m.;141;1167;78
21/03/2022;2:53:00 p. m.;58;1210;368
21/03/2022;2:54:00 p. m.;33;828;123
21/03/2022;2:55:00 p. m.;72;350;268
21/03/2022;2:56:00 p. m.;144;488;159
21/03/2022;2:57:00 p. m.;27;246;117
21/03/2022;2:58:00 p. m.;70;1246;287
21/03/2022;2:59:00 p. m.;118;1152;294
21/03/2022;3:00:00 p. m.;79;1030;387
21/03/2022;3:01:00 p. m.;119;542;86
21/03/2022;3:02:00 p. m.;0;0;0
21/03/2022;3:03:00 p. m.;0;0;0
21/03/2022;3:04:00 p. m.;0;0;0
21/03/2022;3:05:00 p. m.;0;0;0
21/03/2022;3:06:00 p. m.;0;0;0
21/03/2022;3:07:00 p. m.;0;0;0
21/03/2022;3:08:00 p. m.;0;0;0
21/03/2022;3:09:00 p. m.;0;0;0
21/03/2022;3:10:00 p. m.;0;0;0
21/03/2022;3:11:00 p. m.;0;0;0
21/03/2022;3:12:00 p. m.;0;0;0
21/03/2022;3:13:00 p. m.;0;0;0
21/03/2022;3:14:00 p. m.;0;0;0
21/03/2022;3:15:00 p. m.;0;0;0
21/03/2022;3:16:00 p. m.;0;0;0
21/03/2022;3:17:00 p. m.;0;0;0
21/03/2022;3:18:00 p. m.;0;0;0
21/03/2022;3:19:00 p. m.;0;0;0
21/03/2022;3:20:00 p. m.;0;0;0
21/03/2022;3:21:00 p. m.;0;0;0
21/03/2022;3:22:00 p. m.;0;0;0
21/03/2022;3:23:00 p. m.;0;0;0
21/03/2022;3:24:00 p. m.;0;0;0
21/03/2022;3:25:00 p. m.;0;0;0
21/03/2022;3:26:00 p. m.;0;0;0
21/03/2022;3:27:00 p. m.;0;0;0
21/03/2022;3:28:00 p. m.;0;0;0
21/03/2022;3:29:00 p. m.;0;0;0
21/03/2022;3:30:00 p. m.;0;0;0
21/03/2022;3:31:00 p. m.;0;0;0
21/03/2022;3:32:00 p. m.;0;0;0
21/03/2022;3:33:00 p. m.;0;0;0
21/03/2022;3:34:00 p. m.;0;0;0
21/03/2022;3:35:00 p. m.;0;0;0
21/03/2022;3:36:00 p. m.;0;0;0
21/03/2022;3:37:00 p. m.;0;0;0
21/03/2022;3:38:00 p. m.;0;0;0
21/03/2022;3:39:00 p. m.;0;0;0
21/03/2022;3:40:00 p. m.;0;0;0
21/03/2022;3:41:00 p. m.;0;0;0
21/03/2022;3:42:00 p. m.;0;0;0
21/03/2022;3:43:00 p. m.;0;0;0
21/03/2022;3:44:00 p. m.;0;0;0
21/03/2022;3:45:00 p. m.;0;0;0
21/03/2022;3:46:00 p. m.;0;0;0
21/03/2022;3:47:00 p. m.;0;0;0
21/03/2022;3:48:00 p. m.;0;0;0
21/03/2022;3:49:00 p. m.;0;0;0
21/03/2022;3:50:00 p. m.;0;0;0
21/03/2022;3:51:00 p. m.;0;0;0
21/03/2022;3:52:00 p. m.;0;0;0
21/03/2022;3:53:00 p. m.;0;0;0
21/03/2022;3:54:00 p. m.;0;0;0
21/03/2022;3:55:00 p. m.;0;0;0
21/03/2022;3:56:00 p. m.;0;0;0
21/03/2022;3:57:00 p. m.;0;0;0
21/03/2022;3:58:00 p. m.;0;0;0
21/03/2022;3:59:00 p. m.;131;675;185
21/03/2022;4:00:00 p. m.;21;507;84
21/03/2022;4:01:00 p. m.;13;444;329
21/03/2022;4:02:00 p. m.;48;267;209
21/03/2022;4:03:00 p. m.;97;645;128
21/03/2022;4:04:00 p. m.;131;46;152
21/03/2022;4:05:00 p. m.;83;973;220
21/03/2022;4:06:00 p. m.;48;1121;171
21/03/2022;4:07:00 p. m.;107;676;426
21/03/2022;4:08:00 p. m.;38;109;158
21/03/2022;4:09:00 p. m.;147;833;87
21/03/2022;4:10:00 p. m.;52;383;176
21/03/2022;4:11:00 p. m.;54;217;245
21/03/2022;4:12:00 p. m.;140;454;338
21/03/2022;4:13:00 p. m.;41;728;285
21/03/2022;4:14:00 p. m.;32;910;153
21/03/2022;4:15:00 p. m.;68;361;315
21/03/2022;4:16:00 p. m.;139;350;384
21/03/2022;4:17:00 p. m.;32;857;386
21/03/2022;4:18:00 p. m.;78;949;265
21/03/2022;4:19:00 p. m.;88;1057;356
21/03/2022;4:20:00 p. m.;145;35;109
21/03/2022;4:21:00 p. m.;116;655;301
21/03/2022;4:22:00 p. m.;34;1127;71
21/03/2022;4:23:00 p. m.;40;558;244
21/03/2022;4:24:00 p. m.;19;1237;157
21/03/2022;4:25:00 p. m.;100;459;123
21/03/2022;4:26:00 p. m.;12;1143;42
21/03/2022;4:27:00 p. m.;153;763;299
21/03/2022;4:28:00 p. m.;44;899;3
21/03/2022;4:29:00 p. m.;88;352;14
21/03/2022;4:30:00 p. m.;130;27;404
21/03/2022;4:31:00 p. m.;33;940;203
21/03/2022;4:32:00 p. m.;102;672;97
21/03/2022;4:33:00 p. m.;25;979;172
21/03/2022;4:34:00 p. m.;33;256;236
21/03/2022;4:35:00 p. m.;40;39;284
21/03/2022;4:36:00 p. m.;82;598;13
21/03/2022;4:37:00 p. m.;119;419;326
21/03/2022;4:38:00 p. m.;1;1063;195
21/03/2022;4:39:00 p. m.;153;57;68
21/03/2022;4:40:00 p. m.;15;228;279
21/03/2022;4:41:00 p. m.;90;365;151
21/03/2022;4:42:00 p. m.;121;619;197
21/03/2022;4:43:00 p. m.;124;1041;384
21/03/2022;4:44:00 p. m.;67;354;428
21/03/2022;4:45:00 p. m.;35;267;244
21/03/2022;4:46:00 p. m.;27;281;18
21/03/2022;4:47:00 p. m.;70;622;275
21/03/2022;4:48:00 p. m.;49;607;367
21/03/2022;4:49:00 p. m.;34;935;76
21/03/2022;4:50:00 p. m.;101;224;326
21/03/2022;4:51:00 p. m.;78;1242;292
21/03/2022;4:52:00 p. m.;135;17;179
21/03/2022;4:53:00 p. m.;3;1007;123
21/03/2022;4:54:00 p. m.;16;1170;78
21/03/2022;4:55:00 p. m.;125;1158;262
21/03/2022;4:56:00 p. m.;119;936;162
21/03/2022;4:57:00 p. m.;126;209;198
21/03/2022;4:58:00 p. m.;136;229;93
21/03/2022;4:59:00 p. m.;103;1057;276
21/03/2022;5:00:00 p. m.;52;212;303
21/03/2022;5:01:00 p. m.;145;19;52
21/03/2022;5:02:00 p. m.;6;531;228
21/03/2022;5:03:00 p. m.;117;415;119
21/03/2022;5:04:00 p. m.;109;326;132
21/03/2022;5:05:00 p. m.;16;683;276
21/03/2022;5:06:00 p. m.;66;56;332
21/03/2022;5:07:00 p. m.;29;611;431
21/03/2022;5:08:00 p. m.;140;240;273
21/03/2022;5:09:00 p. m.;105;488;356
21/03/2022;5:10:00 p. m.;150;1116;310
21/03/2022;5:11:00 p. m.;92;561;196
21/03/2022;5:12:00 p. m.;151;10;387
21/03/2022;5:13:00 p. m.;36;51;63
21/03/2022;5:14:00 p. m.;70;1101;63
21/03/2022;5:15:00 p. m.;127;878;425
21/03/2022;5:16:00 p. m.;55;1095;242
21/03/2022;5:17:00 p. m.;139;1202;157
21/03/2022;5:18:00 p. m.;25;662;40
21/03/2022;5:19:00 p. m.;100;63;7
21/03/2022;5:20:00 p. m.;26;1209;54
21/03/2022;5:21:00 p. m.;71;985;163
21/03/2022;5:22:00 p. m.;32;19;309
21/03/2022;5:23:00 p. m.;90;961;308
21/03/2022;5:24:00 p. m.;119;107;192
21/03/2022;5:25:00 p. m.;44;558;145
21/03/2022;5:26:00 p. m.;93;1087;330
21/03/2022;5:27:00 p. m.;92;1048;100
21/03/2022;5:28:00 p. m.;6;1255;365
21/03/2022;5:29:00 p. m.;22;361;418
21/03/2022;5:30:00 p. m.;132;107;332
21/03/2022;5:31:00 p. m.;67;1016;137
21/03/2022;5:32:00 p. m.;139;375;215
21/03/2022;5:33:00 p. m.;60;1237;365
21/03/2022;5:34:00 p. m.;24;609;115
21/03/2022;5:35:00 p. m.;144;610;383
21/03/2022;5:36:00 p. m.;47;883;316
21/03/2022;5:37:00 p. m.;116;61;103
21/03/2022;5:38:00 p. m.;95;9;312
21/03/2022;5:39:00 p. m.;48;1019;338
21/03/2022;5:40:00 p. m.;95;1143;10
21/03/2022;5:41:00 p. m.;115;994;104
21/03/2022;5:42:00 p. m.;37;1239;281
21/03/2022;5:43:00 p. m.;23;867;290
21/03/2022;5:44:00 p. m.;121;478;246
21/03/2022;5:45:00 p. m.;52;681;165
21/03/2022;5:46:00 p. m.;106;519;324
21/03/2022;5:47:00 p. m.;98;61;110
21/03/2022;5:48:00 p. m.;13;1203;34
21/03/2022;5:49:00 p. m.;144;1107;410
21/03/2022;5:50:00 p. m.;96;1124;65
21/03/2022;5:51:00 p. m.;144;595;123
21/03/2022;5:52:00 p. m.;12;244;45
21/03/2022;5:53:00 p. m.;154;1145;335
21/03/2022;5:54:00 p. m.;153;554;284
21/03/2022;5:55:00 p. m.;93;118;396
21/03/2022;5:56:00 p. m.;81;1131;185
21/03/2022;5:57:00 p. m.;96;844;298
21/03/2022;5:58:00 p. m.;96;1034;182
21/03/2022;5:59:00 p. m.;146;933;370
21/03/2022;6:00:00 p. m.;89;384;242
21/03/2022;6:00:00 a. m.;74;65;394
22/03/2022;6:00:00 a. m.;122;783;247
22/03/2022;6:01:00 a. m.;16;405;223
22/03/2022;6:02:00 a. m.;34;215;43
22/03/2022;6:03:00 a. m.;51;355;210
22/03/2022;6:04:00 a. m.;152;1072;405
22/03/2022;6:05:00 a. m.;112;653;377
22/03/2022;6:06:00 a. m.;30;714;310
22/03/2022;6:07:00 a. m.;44;1047;313
22/03/2022;6:08:00 a. m.;120;546;114
22/03/2022;6:09:00 a. m.;93;717;75
22/03/2022;6:10:00 a. m.;24;925;218
22/03/2022;6:11:00 a. m.;85;44;109
22/03/2022;6:12:00 a. m.;27;256;410
22/03/2022;6:13:00 a. m.;105;868;325
22/03/2022;6:14:00 a. m.;52;1035;430
22/03/2022;6:15:00 a. m.;41;567;408
22/03/2022;6:16:00 a. m.;53;816;223
22/03/2022;6:17:00 a. m.;92;520;349
22/03/2022;6:18:00 a. m.;143;1062;283
22/03/2022;6:19:00 a. m.;18;259;220
22/03/2022;6:20:00 a. m.;75;961;218
22/03/2022;6:21:00 a. m.;113;214;180
22/03/2022;6:22:00 a. m.;77;750;415
22/03/2022;6:23:00 a. m.;135;682;359
22/03/2022;6:24:00 a. m.;92;746;180
22/03/2022;6:25:00 a. m.;152;329;207
22/03/2022;6:26:00 a. m.;154;144;267
22/03/2022;6:27:00 a. m.;133;686;246
22/03/2022;6:28:00 a. m.;44;659;19
22/03/2022;6:29:00 a. m.;62;477;294
22/03/2022;6:30:00 a. m.;84;517;363
22/03/2022;6:31:00 a. m.;19;573;393
22/03/2022;6:32:00 a. m.;153;313;409
22/03/2022;6:33:00 a. m.;4;897;413
22/03/2022;6:34:00 a. m.;83;1007;40
22/03/2022;6:35:00 a. m.;47;1056;10
22/03/2022;6:36:00 a. m.;143;258;175
22/03/2022;6:37:00 a. m.;144;958;318
22/03/2022;6:38:00 a. m.;91;1144;37
22/03/2022;6:39:00 a. m.;82;1167;199
22/03/2022;6:40:00 a. m.;125;1252;374
22/03/2022;6:41:00 a. m.;81;337;233
22/03/2022;6:42:00 a. m.;8;147;72
22/03/2022;6:43:00 a. m.;103;440;415
22/03/2022;6:44:00 a. m.;44;616;203
22/03/2022;6:45:00 a. m.;112;794;35
22/03/2022;6:46:00 a. m.;16;891;210
22/03/2022;6:47:00 a. m.;89;711;55
22/03/2022;6:48:00 a. m.;144;986;2
22/03/2022;6:49:00 a. m.;52;638;401
22/03/2022;6:50:00 a. m.;73;1056;37
22/03/2022;6:51:00 a. m.;131;1159;176
22/03/2022;6:52:00 a. m.;104;1201;358
22/03/2022;6:53:00 a. m.;25;862;14
22/03/2022;6:54:00 a. m.;138;47;208
22/03/2022;6:55:00 a. m.;94;861;267
22/03/2022;6:56:00 a. m.;113;1049;348
22/03/2022;6:57:00 a. m.;61;894;170
22/03/2022;6:58:00 a. m.;70;911;278
22/03/2022;6:59:00 a. m.;2;668;110
22/03/2022;7:00:00 a. m.;149;1025;238
22/03/2022;7:01:00 a. m.;94;1069;233
22/03/2022;7:02:00 a. m.;137;452;155
22/03/2022;7:03:00 a. m.;126;163;322
22/03/2022;7:04:00 a. m.;30;846;266
22/03/2022;7:05:00 a. m.;8;303;184
22/03/2022;7:06:00 a. m.;70;731;290
22/03/2022;7:07:00 a. m.;48;206;98
22/03/2022;7:08:00 a. m.;42;24;307
22/03/2022;7:09:00 a. m.;53;677;60
22/03/2022;7:10:00 a. m.;2;969;148
22/03/2022;7:11:00 a. m.;49;675;228
22/03/2022;7:12:00 a. m.;48;1108;157
22/03/2022;7:13:00 a. m.;77;758;188
22/03/2022;7:14:00 a. m.;25;1159;229
22/03/2022;7:15:00 a. m.;98;762;75
22/03/2022;7:16:00 a. m.;40;469;4
22/03/2022;7:17:00 a. m.;21;520;237
22/03/2022;7:18:00 a. m.;93;97;273
22/03/2022;7:19:00 a. m.;47;390;67
22/03/2022;7:20:00 a. m.;80;1256;415
22/03/2022;7:21:00 a. m.;94;803;25
22/03/2022;7:22:00 a. m.;54;210;201
22/03/2022;7:23:00 a. m.;59;633;342
22/03/2022;7:24:00 a. m.;24;781;50
22/03/2022;7:25:00 a. m.;44;423;174
22/03/2022;7:26:00 a. m.;11;697;37
22/03/2022;7:27:00 a. m.;89;223;192
22/03/2022;7:28:00 a. m.;140;455;429
22/03/2022;7:29:00 a. m.;135;880;109
22/03/2022;7:30:00 a. m.;5;1165;247
22/03/2022;7:31:00 a. m.;43;317;213
22/03/2022;7:32:00 a. m.;93;156;390
22/03/2022;7:33:00 a. m.;3;782;200
22/03/2022;7:34:00 a. m.;19;925;344
22/03/2022;7:35:00 a. m.;68;1153;103
22/03/2022;7:36:00 a. m.;111;312;76
22/03/2022;7:37:00 a. m.;106;868;224
22/03/2022;7:38:00 a. m.;60;884;225
22/03/2022;7:39:00 a. m.;151;95;302
22/03/2022;7:40:00 a. m.;69;560;68
22/03/2022;7:41:00 a. m.;88;892;3
22/03/2022;7:42:00 a. m.;119;768;237
22/03/2022;7:43:00 a. m.;123;1132;396
22/03/2022;7:44:00 a. m.;11;657;216
22/03/2022;7:45:00 a. m.;5;621;82
22/03/2022;7:46:00 a. m.;15;502;49
22/03/2022;7:47:00 a. m.;131;377;142
22/03/2022;7:48:00 a. m.;21;582;194
22/03/2022;7:49:00 a. m.;59;847;351
22/03/2022;7:50:00 a. m.;129;92;243
22/03/2022;7:51:00 a. m.;97;662;166
22/03/2022;7:52:00 a. m.;17;178;369
22/03/2022;7:53:00 a. m.;66;391;170
22/03/2022;7:54:00 a. m.;38;728;423
22/03/2022;7:55:00 a. m.;74;623;45
22/03/2022;7:56:00 a. m.;111;596;99
22/03/2022;7:57:00 a. m.;69;179;158
22/03/2022;7:58:00 a. m.;83;961;214
22/03/2022;7:59:00 a. m.;33;34;388
22/03/2022;8:00:00 a. m.;35;467;229
22/03/2022;8:01:00 a. m.;115;768;320
22/03/2022;8:02:00 a. m.;86;814;104
22/03/2022;8:03:00 a. m.;97;610;136
22/03/2022;8:04:00 a. m.;27;284;266
22/03/2022;8:05:00 a. m.;92;574;210
22/03/2022;8:06:00 a. m.;109;290;333
22/03/2022;8:07:00 a. m.;110;397;353
22/03/2022;8:08:00 a. m.;27;770;432
22/03/2022;8:09:00 a. m.;47;514;154
22/03/2022;8:10:00 a. m.;9;851;155
22/03/2022;8:11:00 a. m.;113;377;159
22/03/2022;8:12:00 a. m.;105;356;64
22/03/2022;8:13:00 a. m.;48;763;348
22/03/2022;8:14:00 a. m.;2;257;25
22/03/2022;8:15:00 a. m.;17;927;49
22/03/2022;8:16:00 a. m.;10;1158;189
22/03/2022;8:17:00 a. m.;141;350;107
22/03/2022;8:18:00 a. m.;79;522;9
22/03/2022;8:19:00 a. m.;2;263;113
22/03/2022;8:20:00 a. m.;153;691;181
22/03/2022;8:21:00 a. m.;121;1256;258
22/03/2022;8:22:00 a. m.;12;990;208
22/03/2022;8:23:00 a. m.;82;1143;336
22/03/2022;8:24:00 a. m.;131;1199;369
22/03/2022;8:25:00 a. m.;147;1051;163
22/03/2022;8:26:00 a. m.;83;407;171
22/03/2022;8:27:00 a. m.;53;818;187
22/03/2022;8:28:00 a. m.;144;125;98
22/03/2022;8:29:00 a. m.;116;19;27
22/03/2022;8:30:00 a. m.;92;511;313
22/03/2022;8:31:00 a. m.;87;12;179
22/03/2022;8:32:00 a. m.;109;651;87
22/03/2022;8:33:00 a. m.;68;1046;243
22/03/2022;8:34:00 a. m.;106;284;127
22/03/2022;8:35:00 a. m.;110;1248;228
22/03/2022;8:36:00 a. m.;3;393;416
22/03/2022;8:37:00 a. m.;75;222;361
22/03/2022;8:38:00 a. m.;83;148;330
22/03/2022;8:39:00 a. m.;6;916;309
22/03/2022;8:40:00 a. m.;17;325;311
22/03/2022;8:41:00 a. m.;145;303;83
22/03/2022;8:42:00 a. m.;63;1027;183
22/03/2022;8:43:00 a. m.;3;1068;36
22/03/2022;8:44:00 a. m.;41;949;105
22/03/2022;8:45:00 a. m.;143;206;220
22/03/2022;8:46:00 a. m.;154;204;409
22/03/2022;8:47:00 a. m.;125;999;67
22/03/2022;8:48:00 a. m.;82;638;75
22/03/2022;8:49:00 a. m.;91;890;324
22/03/2022;8:50:00 a. m.;149;1120;19
22/03/2022;8:51:00 a. m.;40;834;362
22/03/2022;8:52:00 a. m.;45;178;286
22/03/2022;8:53:00 a. m.;78;700;92
22/03/2022;8:54:00 a. m.;140;903;292
22/03/2022;8:55:00 a. m.;74;1022;247
22/03/2022;8:56:00 a. m.;72;1;213
22/03/2022;8:57:00 a. m.;77;193;364
22/03/2022;8:58:00 a. m.;150;388;38
22/03/2022;8:59:00 a. m.;70;937;90
22/03/2022;9:00:00 a. m.;80;487;163
22/03/2022;9:01:00 a. m.;129;691;90
22/03/2022;9:02:00 a. m.;88;341;69
22/03/2022;9:03:00 a. m.;37;1005;23
22/03/2022;9:04:00 a. m.;132;1024;392
22/03/2022;9:05:00 a. m.;121;1196;279
22/03/2022;9:06:00 a. m.;102;1206;116
22/03/2022;9:07:00 a. m.;68;149;353
22/03/2022;9:08:00 a. m.;63;754;112
22/03/2022;9:09:00 a. m.;59;997;192
22/03/2022;9:10:00 a. m.;45;900;252
22/03/2022;9:11:00 a. m.;34;500;123
22/03/2022;9:12:00 a. m.;47;229;186
22/03/2022;9:13:00 a. m.;81;1031;3
22/03/2022;9:14:00 a. m.;147;1042;62
22/03/2022;9:15:00 a. m.;40;843;274
22/03/2022;9:16:00 a. m.;143;902;392
22/03/2022;9:17:00 a. m.;91;771;210
22/03/2022;9:18:00 a. m.;39;50;112
22/03/2022;9:19:00 a. m.;86;841;292
22/03/2022;9:20:00 a. m.;107;1221;270
22/03/2022;9:21:00 a. m.;95;1151;151
22/03/2022;9:22:00 a. m.;38;434;249
22/03/2022;9:23:00 a. m.;2;136;95
22/03/2022;9:24:00 a. m.;43;793;192
22/03/2022;9:25:00 a. m.;107;985;181
22/03/2022;9:26:00 a. m.;22;739;179
22/03/2022;9:27:00 a. m.;113;84;13
22/03/2022;9:28:00 a. m.;118;687;160
22/03/2022;9:29:00 a. m.;79;534;334
22/03/2022;9:30:00 a. m.;109;619;394
22/03/2022;9:31:00 a. m.;108;1029;375
22/03/2022;9:32:00 a. m.;120;662;258
22/03/2022;9:33:00 a. m.;112;417;17
22/03/2022;9:34:00 a. m.;134;114;81
22/03/2022;9:35:00 a. m.;86;1;297
22/03/2022;9:36:00 a. m.;79;231;230
22/03/2022;9:37:00 a. m.;63;399;47
22/03/2022;9:38:00 a. m.;76;1123;49
22/03/2022;9:39:00 a. m.;104;1253;344
22/03/2022;9:40:00 a. m.;81;947;43
22/03/2022;9:41:00 a. m.;9;983;224
22/03/2022;9:42:00 a. m.;62;1033;413
22/03/2022;9:43:00 a. m.;21;298;406
22/03/2022;9:44:00 a. m.;90;587;143
22/03/2022;9:45:00 a. m.;110;1081;199
22/03/2022;9:46:00 a. m.;87;111;214
22/03/2022;9:47:00 a. m.;68;492;349
22/03/2022;9:48:00 a. m.;138;1190;246
22/03/2022;9:49:00 a. m.;2;64;388
22/03/2022;9:50:00 a. m.;84;791;355
22/03/2022;9:51:00 a. m.;53;1245;273
22/03/2022;9:52:00 a. m.;84;574;223
22/03/2022;9:53:00 a. m.;6;381;213
22/03/2022;9:54:00 a. m.;69;1168;253
22/03/2022;9:55:00 a. m.;46;753;416
22/03/2022;9:56:00 a. m.;11;73;399
22/03/2022;9:57:00 a. m.;40;579;283
22/03/2022;9:58:00 a. m.;46;644;218
22/03/2022;9:59:00 a. m.;45;38;130
22/03/2022;10:00:00 a. m.;93;793;415
22/03/2022;10:01:00 a. m.;18;274;255
22/03/2022;10:02:00 a. m.;26;881;376
22/03/2022;10:03:00 a. m.;63;642;256
22/03/2022;10:04:00 a. m.;127;1104;15
22/03/2022;10:05:00 a. m.;89;273;228
22/03/2022;10:06:00 a. m.;126;77;54
22/03/2022;10:07:00 a. m.;113;1073;110
22/03/2022;10:08:00 a. m.;53;353;389
22/03/2022;10:09:00 a. m.;100;125;83
22/03/2022;10:10:00 a. m.;67;510;185
22/03/2022;10:11:00 a. m.;108;1111;284
22/03/2022;10:12:00 a. m.;3;503;42
22/03/2022;10:13:00 a. m.;95;726;414
22/03/2022;10:14:00 a. m.;58;893;361
22/03/2022;10:15:00 a. m.;144;650;258
22/03/2022;10:16:00 a. m.;6;1212;49
22/03/2022;10:17:00 a. m.;52;843;50
22/03/2022;10:18:00 a. m.;48;1091;177
22/03/2022;10:19:00 a. m.;150;1232;23
22/03/2022;10:20:00 a. m.;106;578;0
22/03/2022;10:21:00 a. m.;42;1188;4
22/03/2022;10:22:00 a. m.;70;684;76
22/03/2022;10:23:00 a. m.;61;779;236
22/03/2022;10:24:00 a. m.;95;615;264
22/03/2022;10:25:00 a. m.;99;708;147
22/03/2022;10:26:00 a. m.;137;1153;331
22/03/2022;10:27:00 a. m.;113;611;336
