0,DÍA,HORA,NOX,CO,HUMO
2670,21/03/2022,02:23:00 p. m.,90,512,293
2671,21/03/2022,02:24:00 p. m.,86,615,172
2672,21/03/2022,02:25:00 p. m.,17,763,234
2673,21/03/2022,02:26:00 p. m.,7,585,189
2674,21/03/2022,02:27:00 p. m.,22,859,186
2675,21/03/2022,02:28:00 p. m.,95,549,371
2676,21/03/2022,02:29:00 p. m.,33,1229,305
2677,21/03/2022,02:30:00 p. m.,151,230,142
2678,21/03/2022,02:31:00 p. m.,33,310,423
2679,21/03/2022,02:32:00 p. m.,76,1107,46
2680,21/03/2022,02:33:00 p. m.,23,20,47
2681,21/03/2022,02:34:00 p. m.,117,582,278
2682,21/03/2022,02:35:00 p. m.,54,1161,69
2683,21/03/2022,02:36:00 p. m.,89,1127,160
2684,21/03/2022,02:37:00 p. m.,22,464,10
2685,21/03/2022,02:38:00 p. m.,0,814,1
2686,21/03/2022,02:39:00 p. m.,109,701,173
2687,21/03/2022,02:40:00 p. m.,99,1030,238
2688,21/03/2022,02:41:00 p. m.,90,747,306
2689,21/03/2022,02:42:00 p. m.,38,1122,331
2690,21/03/2022,02:43:00 p. m.,81,1119,118
2691,21/03/2022,02:44:00 p. m.,58,27,394
2692,21/03/2022,02:45:00 p. m.,131,620,384
2693,21/03/2022,02:46:00 p. m.,104,370,76
2694,21/03/2022,02:47:00 p. m.,115,1109,279
2695,21/03/2022,02:48:00 p. m.,120,940,265
2696,21/03/2022,02:49:00 p. m.,97,889,85
2697,21/03/2022,02:50:00 p. m.,99,484,324
2698,21/03/2022,02:51:00 p. m.,134,776,68
2699,21/03/2022,02:52:00 p. m.,141,1167,78
2700,21/03/2022,02:53:00 p. m.,58,1210,368
2701,21/03/2022,02:54:00 p. m.,33,828,123
2702,21/03/2022,02:55:00 p. m.,72,350,268
2703,21/03/2022,02:56:00 p. m.,144,488,159
2704,21/03/2022,02:57:00 p. m.,27,246,117
2705,21/03/2022,02:58:00 p. m.,70,1246,287
2706,21/03/2022,02:59:00 p. m.,118,1152,294
2707,21/03/2022,03:00:00 p. m.,79,1030,387
2708,21/03/2022,03:01:00 p. m.,119,542,86
2709,21/03/2022,03:02:00 p. m.,0,0,0
2710,21/03/2022,03:03:00 p. m.,0,0,0
2711,21/03/2022,03:04:00 p. m.,0,0,0
2712,21/03/2022,03:05:00 p. m.,0,0,0
2713,21/03/2022,03:06:00 p. m.,0,0,0
2714,21/03/2022,03:07:00 p. m.,0,0,0
2715,21/03/2022,03:08:00 p. m.,0,0,0
2716,21/03/2022,03:09:00 p. m.,0,0,0
2717,21/03/2022,03:10:00 p. m.,0,0,0
2718,21/03/2022,03:11:00 p. m.,0,0,0
2719,21/03/2022,03:12:00 p. m.,0,0,0
2720,21/03/2022,03:13:00 p. m.,0,0,0
2721,21/03/2022,03:14:00 p. m.,0,0,0
2722,21/03/2022,03:15:00 p. m.,0,0,0
2723,21/03/2022,03:16:00 p. m.,0,0,0
2724,21/03/2022,03:17:00 p. m.,0,0,0
2725,21/03/2022,03:18:00 p. m.,0,0,0
2726,21/03/2022,03:19:00 p. m.,0,0,0
2727,21/03/2022,03:20:00 p. m.,0,0,0
2728,21/03/2022,03:21:00 p. m.,0,0,0
2729,21/03/2022,03:22:00 p. m.,0,0,0
2730,21/03/2022,03:23:00 p. m.,0,0,0
2731,21/03/2022,03:24:00 p. m.,0,0,0
2732,21/03/2022,03:25:00 p. m.,0,0,0
2733,21/03/2022,03:26:00 p. m.,0,0,0
2734,21/03/2022,03:27:00 p. m.,0,0,0
2735,21/03/2022,03:28:00 p. m.,0,0,0
2736,21/03/2022,03:29:00 p. m.,0,0,0
2737,21/03/2022,03:30:00 p. m.,0,0,0
2738,21/03/2022,03:31:00 p. m.,0,0,0
2739,21/03/2022,03:32:00 p. m.,0,0,0
2740,21/03/2022,03:33:00 p. m.,0,0,0
2741,21/03/2022,03:34:00 p. m.,0,0,0
2742,21/03/2022,03:35:00 p. m.,0,0,0
2743,21/03/2022,03:36:00 p. m.,0,0,0
2744,21/03/2022,03:37:00 p. m.,0,0,0
2745,21/03/2022,03:38:00 p. m.,0,0,0
2746,21/03/2022,03:39:00 p. m.,0,0,0
2747,21/03/2022,03:40:00 p. m.,0,0,0
2748,21/03/2022,03:41:00 p. m.,0,0,0
2749,21/03/2022,03:42:00 p. m.,0,0,0
2750,21/03/2022,03:43:00 p. m.,0,0,0
2751,21/03/2022,03:44:00 p. m.,0,0,0
2752,21/03/2022,03:45:00 p. m.,0,0,0
2753,21/03/2022,03:46:00 p. m.,0,0,0
2754,21/03/2022,03:47:00 p. m.,0,0,0
2755,21/03/2022,03:48:00 p. m.,0,0,0
2756,21/03/2022,03:49:00 p. m.,0,0,0
2757,21/03/2022,03:50:00 p. m.,0,0,0
2758,21/03/2022,03:51:00 p. m.,0,0,0
2759,21/03/2022,03:52:00 p. m.,0,0,0
2760,21/03/2022,03:53:00 p. m.,0,0,0
2761,21/03/2022,03:54:00 p. m.,0,0,0
2762,21/03/2022,03:55:00 p. m.,0,0,0
2763,21/03/2022,03:56:00 p. m.,0,0,0
2764,21/03/2022,03:57:00 p. m.,0,0,0
2765,21/03/2022,03:58:00 p. m.,0,0,0
2766,21/03/2022,03:59:00 p. m.,131,675,185
2767,21/03/2022,04:00:00 p. m.,21,507,84
2768,21/03/2022,04:01:00 p. m.,13,444,329
2769,21/03/2022,04:02:00 p. m.,48,267,209
2770,21/03/2022,04:03:00 p. m.,97,645,128
2771,21/03/2022,04:04:00 p. m.,131,46,152
2772,21/03/2022,04:05:00 p. m.,83,973,220
2773,21/03/2022,04:06:00 p. m.,48,1121,171
2774,21/03/2022,04:07:00 p. m.,107,676,426
2775,21/03/2022,04:08:00 p. m.,38,109,158
2776,21/03/2022,04:09:00 p. m.,147,833,87
2777,21/03/2022,04:10:00 p. m.,52,383,176
2778,21/03/2022,04:11:00 p. m.,54,217,245
2779,21/03/2022,04:12:00 p. m.,140,454,338
2780,21/03/2022,04:13:00 p. m.,41,728,285
2781,21/03/2022,04:14:00 p. m.,32,910,153
2782,21/03/2022,04:15:00 p. m.,68,361,315
2783,21/03/2022,04:16:00 p. m.,139,350,384
2784,21/03/2022,04:17:00 p. m.,32,857,386
2785,21/03/2022,04:18:00 p. m.,78,949,265
2786,21/03/2022,04:19:00 p. m.,88,1057,356
2787,21/03/2022,04:20:00 p. m.,145,35,109
2788,21/03/2022,04:21:00 p. m.,116,655,301
2789,21/03/2022,04:22:00 p. m.,34,1127,71
2790,21/03/2022,04:23:00 p. m.,40,558,244
2791,21/03/2022,04:24:00 p. m.,19,1237,157
2792,21/03/2022,04:25:00 p. m.,100,459,123
2793,21/03/2022,04:26:00 p. m.,12,1143,42
2794,21/03/2022,04:27:00 p. m.,153,763,299
2795,21/03/2022,04:28:00 p. m.,44,899,3
2796,21/03/2022,04:29:00 p. m.,88,352,14
2797,21/03/2022,04:30:00 p. m.,130,27,404
2798,21/03/2022,04:31:00 p. m.,33,940,203
2799,21/03/2022,04:32:00 p. m.,102,672,97
2800,21/03/2022,04:33:00 p. m.,25,979,172
2801,21/03/2022,04:34:00 p. m.,33,256,236
2802,21/03/2022,04:35:00 p. m.,40,39,284
2803,21/03/2022,04:36:00 p. m.,82,598,13
2804,21/03/2022,04:37:00 p. m.,119,419,326
2805,21/03/2022,04:38:00 p. m.,1,1063,195
2806,21/03/2022,04:39:00 p. m.,153,57,68
2807,21/03/2022,04:40:00 p. m.,15,228,279
2808,21/03/2022,04:41:00 p. m.,90,365,151
2809,21/03/2022,04:42:00 p. m.,121,619,197
2810,21/03/2022,04:43:00 p. m.,124,1041,384
2811,21/03/2022,04:44:00 p. m.,67,354,428
2812,21/03/2022,04:45:00 p. m.,35,267,244
2813,21/03/2022,04:46:00 p. m.,27,281,18
2814,21/03/2022,04:47:00 p. m.,70,622,275
2815,21/03/2022,04:48:00 p. m.,49,607,367
2816,21/03/2022,04:49:00 p. m.,34,935,76
2817,21/03/2022,04:50:00 p. m.,101,224,326
2818,21/03/2022,04:51:00 p. m.,78,1242,292
2819,21/03/2022,04:52:00 p. m.,135,17,179
2820,21/03/2022,04:53:00 p. m.,3,1007,123
2821,21/03/2022,04:54:00 p. m.,16,1170,78
2822,21/03/2022,04:55:00 p. m.,125,1158,262
2823,21/03/2022,04:56:00 p. m.,119,936,162
2824,21/03/2022,04:57:00 p. m.,126,209,198
2825,21/03/2022,04:58:00 p. m.,136,229,93
2826,21/03/2022,04:59:00 p. m.,103,1057,276
2827,21/03/2022,05:00:00 p. m.,52,212,303
2828,21/03/2022,05:01:00 p. m.,145,19,52
2829,21/03/2022,05:02:00 p. m.,6,531,228
2830,21/03/2022,05:03:00 p. m.,117,415,119
2831,21/03/2022,05:04:00 p. m.,109,326,132
2832,21/03/2022,05:05:00 p. m.,16,683,276
2833,21/03/2022,05:06:00 p. m.,66,56,332
2834,21/03/2022,05:07:00 p. m.,29,611,431
2835,21/03/2022,05:08:00 p. m.,140,240,273
2836,21/03/2022,05:09:00 p. m.,105,488,356
2837,21/03/2022,05:10:00 p. m.,150,1116,310
2838,21/03/2022,05:11:00 p. m.,92,561,196
2839,21/03/2022,05:12:00 p. m.,151,10,387
2840,21/03/2022,05:13:00 p. m.,36,51,63
2841,21/03/2022,05:14:00 p. m.,70,1101,63
2842,21/03/2022,05:15:00 p. m.,127,878,425
2843,21/03/2022,05:16:00 p. m.,55,1095,242
2844,21/03/2022,05:17:00 p. m.,139,1202,157
2845,21/03/2022,05:18:00 p. m.,25,662,40
2846,21/03/2022,05:19:00 p. m.,100,63,7
2847,21/03/2022,05:20:00 p. m.,26,1209,54
2848,21/03/2022,05:21:00 p. m.,71,985,163
2849,21/03/2022,05:22:00 p. m.,32,19,309
2850,21/03/2022,05:23:00 p. m.,90,961,308
2851,21/03/2022,05:24:00 p. m.,119,107,192
2852,21/03/2022,05:25:00 p. m.,44,558,145
2853,21/03/2022,05:26:00 p. m.,93,1087,330
2854,21/03/2022,05:27:00 p. m.,92,1048,100
2855,21/03/2022,05:28:00 p. m.,6,1255,365
2856,21/03/2022,05:29:00 p. m.,22,361,418
2857,21/03/2022,05:30:00 p. m.,132,107,332
2858,21/03/2022,05:31:00 p. m.,67,1016,137
2859,21/03/2022,05:32:00 p. m.,139,375,215
2860,21/03/2022,05:33:00 p. m.,60,1237,365
2861,21/03/2022,05:34:00 p. m.,24,609,115
2862,21/03/2022,05:35:00 p. m.,144,610,383
2863,21/03/2022,05:36:00 p. m.,47,883,316
2864,21/03/2022,05:37:00 p. m.,116,61,103
2865,21/03/2022,05:38:00 p. m.,95,9,312
2866,21/03/2022,05:39:00 p. m.,48,1019,338
2867,21/03/2022,05:40:00 p. m.,95,1143,10
2868,21/03/2022,05:41:00 p. m.,115,994,104
2869,21/03/2022,05:42:00 p. m.,37,1239,281
2870,21/03/2022,05:43:00 p. m.,23,867,290
2871,21/03/2022,05:44:00 p. m.,121,478,246
2872,21/03/2022,05:45:00 p. m.,52,681,165
2873,21/03/2022,05:46:00 p. m.,106,519,324
2874,21/03/2022,05:47:00 p. m.,98,61,110
2875,21/03/2022,05:48:00 p. m.,13,1203,34
2876,21/03/2022,05:49:00 p. m.,144,1107,410
2877,21/03/2022,05:50:00 p. m.,96,1124,65
2878,21/03/2022,05:51:00 p. m.,144,595,123
2879,21/03/2022,05:52:00 p. m.,12,244,45
2880,21/03/2022,05:53:00 p. m.,154,1145,335
2881,21/03/2022,05:54:00 p. m.,153,554,284
2882,21/03/2022,05:55:00 p. m.,93,118,396
2883,21/03/2022,05:56:00 p. m.,81,1131,185
2884,21/03/2022,05:57:00 p. m.,96,844,298
2885,21/03/2022,05:58:00 p. m.,96,1034,182
2886,21/03/2022,05:59:00 p. m.,146,933,370
2887,21/03/2022,06:00:00 p. m.,89,384,242
2888,21/03/2022,06:00:00 a. m.,74,65,394
2889,22/03/2022,06:00:00 a. m.,122,783,247
2890,22/03/2022,06:01:00 a. m.,16,405,223
2891,22/03/2022,06:02:00 a. m.,34,215,43
2892,22/03/2022,06:03:00 a. m.,51,355,210
2893,22/03/2022,06:04:00 a. m.,152,1072,405
2894,22/03/2022,06:05:00 a. m.,112,653,377
2895,22/03/2022,06:06:00 a. m.,30,714,310
2896,22/03/2022,06:07:00 a. m.,44,1047,313
2897,22/03/2022,06:08:00 a. m.,120,546,114
2898,22/03/2022,06:09:00 a. m.,93,717,75
2899,22/03/2022,06:10:00 a. m.,24,925,218
2900,22/03/2022,06:11:00 a. m.,85,44,109
2901,22/03/2022,06:12:00 a. m.,27,256,410
2902,22/03/2022,06:13:00 a. m.,105,868,325
2903,22/03/2022,06:14:00 a. m.,52,1035,430
2904,22/03/2022,06:15:00 a. m.,41,567,408
2905,22/03/2022,06:16:00 a. m.,53,816,223
2906,22/03/2022,06:17:00 a. m.,92,520,349
2907,22/03/2022,06:18:00 a. m.,143,1062,283
2908,22/03/2022,06:19:00 a. m.,18,259,220
2909,22/03/2022,06:20:00 a. m.,75,961,218
2910,22/03/2022,06:21:00 a. m.,113,214,180
2911,22/03/2022,06:22:00 a. m.,77,750,415
2912,22/03/2022,06:23:00 a. m.,135,682,359
2913,22/03/2022,06:24:00 a. m.,92,746,180
2914,22/03/2022,06:25:00 a. m.,152,329,207
2915,22/03/2022,06:26:00 a. m.,154,144,267
2916,22/03/2022,06:27:00 a. m.,133,686,246
2917,22/03/2022,06:28:00 a. m.,44,659,19
2918,22/03/2022,06:29:00 a. m.,62,477,294
2919,22/03/2022,06:30:00 a. m.,84,517,363
2920,22/03/2022,06:31:00 a. m.,19,573,393
2921,22/03/2022,06:32:00 a. m.,153,313,409
2922,22/03/2022,06:33:00 a. m.,4,897,413
2923,22/03/2022,06:34:00 a. m.,83,1007,40
2924,22/03/2022,06:35:00 a. m.,47,1056,10
2925,22/03/2022,06:36:00 a. m.,143,258,175
2926,22/03/2022,06:37:00 a. m.,144,958,318
2927,22/03/2022,06:38:00 a. m.,91,1144,37
2928,22/03/2022,06:39:00 a. m.,82,1167,199
2929,22/03/2022,06:40:00 a. m.,125,1252,374
2930,22/03/2022,06:41:00 a. m.,81,337,233
2931,22/03/2022,06:42:00 a. m.,8,147,72
2932,22/03/2022,06:43:00 a. m.,103,440,415
2933,22/03/2022,06:44:00 a. m.,44,616,203
2934,22/03/2022,06:45:00 a. m.,112,794,35
2935,22/03/2022,06:46:00 a. m.,16,891,210
2936,22/03/2022,06:47:00 a. m.,89,711,55
2937,22/03/2022,06:48:00 a. m.,144,986,2
2938,22/03/2022,06:49:00 a. m.,52,638,401
2939,22/03/2022,06:50:00 a. m.,73,1056,37
2940,22/03/2022,06:51:00 a. m.,131,1159,176
2941,22/03/2022,06:52:00 a. m.,104,1201,358
2942,22/03/2022,06:53:00 a. m.,25,862,14
2943,22/03/2022,06:54:00 a. m.,138,47,208
2944,22/03/2022,06:55:00 a. m.,94,861,267
2945,22/03/2022,06:56:00 a. m.,113,1049,348
2946,22/03/2022,06:57:00 a. m.,61,894,170
2947,22/03/2022,06:58:00 a. m.,70,911,278
2948,22/03/2022,06:59:00 a. m.,2,668,110
2949,22/03/2022,07:00:00 a. m.,149,1025,238
2950,22/03/2022,07:01:00 a. m.,94,1069,233
2951,22/03/2022,07:02:00 a. m.,137,452,155
2952,22/03/2022,07:03:00 a. m.,126,163,322
2953,22/03/2022,07:04:00 a. m.,30,846,266
2954,22/03/2022,07:05:00 a. m.,8,303,184
2955,22/03/2022,07:06:00 a. m.,70,731,290
2956,22/03/2022,07:07:00 a. m.,48,206,98
2957,22/03/2022,07:08:00 a. m.,42,24,307
2958,22/03/2022,07:09:00 a. m.,53,677,60
2959,22/03/2022,07:10:00 a. m.,2,969,148
2960,22/03/2022,07:11:00 a. m.,49,675,228
2961,22/03/2022,07:12:00 a. m.,48,1108,157
2962,22/03/2022,07:13:00 a. m.,77,758,188
2963,22/03/2022,07:14:00 a. m.,25,1159,229
2964,22/03/2022,07:15:00 a. m.,98,762,75
2965,22/03/2022,07:16:00 a. m.,40,469,4
2966,22/03/2022,07:17:00 a. m.,21,520,237
2967,22/03/2022,07:18:00 a. m.,93,97,273
2968,22/03/2022,07:19:00 a. m.,47,390,67
2969,22/03/2022,07:20:00 a. m.,80,1256,415
2970,22/03/2022,07:21:00 a. m.,94,803,25
2971,22/03/2022,07:22:00 a. m.,54,210,201
2972,22/03/2022,07:23:00 a. m.,59,633,342
2973,22/03/2022,07:24:00 a. m.,24,781,50
2974,22/03/2022,07:25:00 a. m.,44,423,174
2975,22/03/2022,07:26:00 a. m.,11,697,37
2976,22/03/2022,07:27:00 a. m.,89,223,192
2977,22/03/2022,07:28:00 a. m.,140,455,429
2978,22/03/2022,07:29:00 a. m.,135,880,109
2979,22/03/2022,07:30:00 a. m.,5,1165,247
2980,22/03/2022,07:31:00 a. m.,43,317,213
2981,22/03/2022,07:32:00 a. m.,93,156,390
2982,22/03/2022,07:33:00 a. m.,3,782,200
2983,22/03/2022,07:34:00 a. m.,19,925,344
2984,22/03/2022,07:35:00 a. m.,68,1153,103
2985,22/03/2022,07:36:00 a. m.,111,312,76
2986,22/03/2022,07:37:00 a. m.,106,868,224
2987,22/03/2022,07:38:00 a. m.,60,884,225
2988,22/03/2022,07:39:00 a. m.,151,95,302
2989,22/03/2022,07:40:00 a. m.,69,560,68
2990,22/03/2022,07:41:00 a. m.,88,892,3
2991,22/03/2022,07:42:00 a. m.,119,768,237
2992,22/03/2022,07:43:00 a. m.,123,1132,396
2993,22/03/2022,07:44:00 a. m.,11,657,216
2994,22/03/2022,07:45:00 a. m.,5,621,82
2995,22/03/2022,07:46:00 a. m.,15,502,49
2996,22/03/2022,07:47:00 a. m.,131,377,142
2997,22/03/2022,07:48:00 a. m.,21,582,194
2998,22/03/2022,07:49:00 a. m.,59,847,351
2999,22/03/2022,07:50:00 a. m.,129,92,243
3000,22/03/2022,07:51:00 a. m.,97,662,166
3001,22/03/2022,07:52:00 a. m.,17,178,369
3002,22/03/2022,07:53:00 a. m.,66,391,170
3003,22/03/2022,07:54:00 a. m.,38,728,423
3004,22/03/2022,07:55:00 a. m.,74,623,45
3005,22/03/2022,07:56:00 a. m.,111,596,99
3006,22/03/2022,07:57:00 a. m.,69,179,158
3007,22/03/2022,07:58:00 a. m.,83,961,214
3008,22/03/2022,07:59:00 a. m.,33,34,388
3009,22/03/2022,08:00:00 a. m.,35,467,229
3010,22/03/2022,08:01:00 a. m.,115,768,320
3011,22/03/2022,08:02:00 a. m.,86,814,104
3012,22/03/2022,08:03:00 a. m.,97,610,136
3013,22/03/2022,08:04:00 a. m.,27,284,266
3014,22/03/2022,08:05:00 a. m.,92,574,210
3015,22/03/2022,08:06:00 a. m.,109,290,333
3016,22/03/2022,08:07:00 a. m.,110,397,353
3017,22/03/2022,08:08:00 a. m.,27,770,432
3018,22/03/2022,08:09:00 a. m.,47,514,154
3019,22/03/2022,08:10:00 a. m.,9,851,155
3020,22/03/2022,08:11:00 a. m.,113,377,159
3021,22/03/2022,08:12:00 a. m.,105,356,64
3022,22/03/2022,08:13:00 a. m.,48,763,348
3023,22/03/2022,08:14:00 a. m.,2,257,25
3024,22/03/2022,08:15:00 a. m.,17,927,49
3025,22/03/2022,08:16:00 a. m.,10,1158,189
3026,22/03/2022,08:17:00 a. m.,141,350,107
3027,22/03/2022,08:18:00 a. m.,79,522,9
3028,22/03/2022,08:19:00 a. m.,2,263,113
3029,22/03/2022,08:20:00 a. m.,153,691,181
3030,22/03/2022,08:21:00 a. m.,121,1256,258
3031,22/03/2022,08:22:00 a. m.,12,990,208
3032,22/03/2022,08:23:00 a. m.,82,1143,336
3033,22/03/2022,08:24:00 a. m.,131,1199,369
3034,22/03/2022,08:25:00 a. m.,147,1051,163
3035,22/03/2022,08:26:00 a. m.,83,407,171
3036,22/03/2022,08:27:00 a. m.,53,818,187
3037,22/03/2022,08:28:00 a. m.,144,125,98
3038,22/03/2022,08:29:00 a. m.,116,19,27
3039,22/03/2022,08:30:00 a. m.,92,511,313
3040,22/03/2022,08:31:00 a. m.,87,12,179
3041,22/03/2022,08:32:00 a. m.,109,651,87
3042,22/03/2022,08:33:00 a. m.,68,1046,243
3043,22/03/2022,08:34:00 a. m.,106,284,127
3044,22/03/2022,08:35:00 a. m.,110,1248,228
3045,22/03/2022,08:36:00 a. m.,3,393,416
3046,22/03/2022,08:37:00 a. m.,75,222,361
3047,22/03/2022,08:38:00 a. m.,83,148,330
3048,22/03/2022,08:39:00 a. m.,6,916,309
3049,22/03/2022,08:40:00 a. m.,17,325,311
3050,22/03/2022,08:41:00 a. m.,145,303,83
3051,22/03/2022,08:42:00 a. m.,63,1027,183
3052,22/03/2022,08:43:00 a. m.,3,1068,36
3053,22/03/2022,08:44:00 a. m.,41,949,105
3054,22/03/2022,08:45:00 a. m.,143,206,220
3055,22/03/2022,08:46:00 a. m.,154,204,409
3056,22/03/2022,08:47:00 a. m.,125,999,67
3057,22/03/2022,08:48:00 a. m.,82,638,75
3058,22/03/2022,08:49:00 a. m.,91,890,324
3059,22/03/2022,08:50:00 a. m.,149,1120,19
3060,22/03/2022,08:51:00 a. m.,40,834,362
3061,22/03/2022,08:52:00 a. m.,45,178,286
3062,22/03/2022,08:53:00 a. m.,78,700,92
3063,22/03/2022,08:54:00 a. m.,140,903,292
3064,22/03/2022,08:55:00 a. m.,74,1022,247
3065,22/03/2022,08:56:00 a. m.,72,1,213
3066,22/03/2022,08:57:00 a. m.,77,193,364
3067,22/03/2022,08:58:00 a. m.,150,388,38
3068,22/03/2022,08:59:00 a. m.,70,937,90
3069,22/03/2022,09:00:00 a. m.,80,487,163
3070,22/03/2022,09:01:00 a. m.,129,691,90
3071,22/03/2022,09:02:00 a. m.,88,341,69
3072,22/03/2022,09:03:00 a. m.,37,1005,23
3073,22/03/2022,09:04:00 a. m.,132,1024,392
3074,22/03/2022,09:05:00 a. m.,121,1196,279
3075,22/03/2022,09:06:00 a. m.,102,1206,116
3076,22/03/2022,09:07:00 a. m.,68,149,353
3077,22/03/2022,09:08:00 a. m.,63,754,112
3078,22/03/2022,09:09:00 a. m.,59,997,192
3079,22/03/2022,09:10:00 a. m.,45,900,252
3080,22/03/2022,09:11:00 a. m.,34,500,123
3081,22/03/2022,09:12:00 a. m.,47,229,186
3082,22/03/2022,09:13:00 a. m.,81,1031,3
3083,22/03/2022,09:14:00 a. m.,147,1042,62
3084,22/03/2022,09:15:00 a. m.,40,843,274
3085,22/03/2022,09:16:00 a. m.,143,902,392
3086,22/03/2022,09:17:00 a. m.,91,771,210
3087,22/03/2022,09:18:00 a. m.,39,50,112
3088,22/03/2022,09:19:00 a. m.,86,841,292
3089,22/03/2022,09:20:00 a. m.,107,1221,270
3090,22/03/2022,09:21:00 a. m.,95,1151,151
3091,22/03/2022,09:22:00 a. m.,38,434,249
3092,22/03/2022,09:23:00 a. m.,2,136,95
3093,22/03/2022,09:24:00 a. m.,43,793,192
3094,22/03/2022,09:25:00 a. m.,107,985,181
3095,22/03/2022,09:26:00 a. m.,22,739,179
3096,22/03/2022,09:27:00 a. m.,113,84,13
3097,22/03/2022,09:28:00 a. m.,118,687,160
3098,22/03/2022,09:29:00 a. m.,79,534,334
3099,22/03/2022,09:30:00 a. m.,109,619,394
3100,22/03/2022,09:31:00 a. m.,108,1029,375
3101,22/03/2022,09:32:00 a. m.,120,662,258
3102,22/03/2022,09:33:00 a. m.,112,417,17
3103,22/03/2022,09:34:00 a. m.,134,114,81
3104,22/03/2022,09:35:00 a. m.,86,1,297
3105,22/03/2022,09:36:00 a. m.,79,231,230
3106,22/03/2022,09:37:00 a. m.,63,399,47
3107,22/03/2022,09:38:00 a. m.,76,1123,49
3108,22/03/2022,09:39:00 a. m.,104,1253,344
3109,22/03/2022,09:40:00 a. m.,81,947,43
3110,22/03/2022,09:41:00 a. m.,9,983,224
3111,22/03/2022,09:42:00 a. m.,62,1033,413
3112,22/03/2022,09:43:00 a. m.,21,298,406
3113,22/03/2022,09:44:00 a. m.,90,587,143
3114,22/03/2022,09:45:00 a. m.,110,1081,199
3115,22/03/2022,09:46:00 a. m.,87,111,214
3116,22/03/2022,09:47:00 a. m.,68,492,349
3117,22/03/2022,09:48:00 a. m.,138,1190,246
3118,22/03/2022,09:49:00 a. m.,2,64,388
3119,22/03/2022,09:50:00 a. m.,84,791,355
3120,22/03/2022,09:51:00 a. m.,53,1245,273
3121,22/03/2022,09:52:00 a. m.,84,574,223
3122,22/03/2022,09:53:00 a. m.,6,381,213
3123,22/03/2022,09:54:00 a. m.,69,1168,253
3124,22/03/2022,09:55:00 a. m.,46,753,416
3125,22/03/2022,09:56:00 a. m.,11,73,399
3126,22/03/2022,09:57:00 a. m.,40,579,283
3127,22/03/2022,09:58:00 a. m.,46,644,218
3128,22/03/2022,09:59:00 a. m.,45,38,130
3129,22/03/2022,10:00:00 a. m.,93,793,415
3130,22/03/2022,10:01:00 a. m.,18,274,255
3131,22/03/2022,10:02:00 a. m.,26,881,376
3132,22/03/2022,10:03:00 a. m.,63,642,256
3133,22/03/2022,10:04:00 a. m.,127,1104,15
3134,22/03/2022,10:05:00 a. m.,89,273,228
3135,22/03/2022,10:06:00 a. m.,126,77,54
3136,22/03/2022,10:07:00 a. m.,113,1073,110
3137,22/03/2022,10:08:00 a. m.,53,353,389
3138,22/03/2022,10:09:00 a. m.,100,125,83
3139,22/03/2022,10:10:00 a. m.,67,510,185
3140,22/03/2022,10:11:00 a. m.,108,1111,284
3141,22/03/2022,10:12:00 a. m.,3,503,42
3142,22/03/2022,10:13:00 a. m.,95,726,414
3143,22/03/2022,10:14:00 a. m.,58,893,361
3144,22/03/2022,10:15:00 a. m.,144,650,258
3145,22/03/2022,10:16:00 a. m.,6,1212,49
3146,22/03/2022,10:17:00 a. m.,52,843,50
3147,22/03/2022,10:18:00 a. m.,48,1091,177
3148,22/03/2022,10:19:00 a. m.,150,1232,23
3149,22/03/2022,10:20:00 a. m.,106,578,0
3150,22/03/2022,10:21:00 a. m.,42,1188,4
3151,22/03/2022,10:22:00 a. m.,70,684,76
3152,22/03/2022,10:23:00 a. m.,61,779,236
3153,22/03/2022,10:24:00 a. m.,95,615,264
3154,22/03/2022,10:25:00 a. m.,99,708,147
3155,22/03/2022,10:26:00 a. m.,137,1153,331
3156,22/03/2022,10:27:00 a. m.,113,611,336
3157,22/03/2022,10:28:00 a. m.,24,330,223
3158,22/03/2022,10:29:00 a. m.,27,1159,93
3159,22/03/2022,10:30:00 a. m.,109,577,193
3160,22/03/2022,10:31:00 a. m.,124,573,64
3161,22/03/2022,10:32:00 a. m.,144,157,95
3162,22/03/2022,10:33:00 a. m.,91,706,293
3163,22/03/2022,10:34:00 a. m.,142,1209,187
3164,22/03/2022,10:35:00 a. m.,5,556,420
3165,22/03/2022,10:36:00 a. m.,7,67,221
3166,22/03/2022,10:37:00 a. m.,17,509,128
3167,22/03/2022,10:38:00 a. m.,114,337,352
3168,22/03/2022,10:39:00 a. m.,98,590,397
3169,22/03/2022,10:40:00 a. m.,52,625,316
3170,22/03/2022,10:41:00 a. m.,24,887,321
3171,22/03/2022,10:42:00 a. m.,116,857,400
3172,22/03/2022,10:43:00 a. m.,12,867,297
3173,22/03/2022,10:44:00 a. m.,30,459,97
3174,22/03/2022,10:45:00 a. m.,154,1238,279
3175,22/03/2022,10:46:00 a. m.,96,562,210
3176,22/03/2022,10:47:00 a. m.,150,687,367
3177,22/03/2022,10:48:00 a. m.,92,569,305
3178,22/03/2022,10:49:00 a. m.,116,149,422
3179,22/03/2022,10:50:00 a. m.,82,408,360
3180,22/03/2022,10:51:00 a. m.,37,652,197
3181,22/03/2022,10:52:00 a. m.,118,134,61
3182,22/03/2022,10:53:00 a. m.,27,1237,264
